# OpenSignals Text File Format
# {"00:07:80:3B:46:66": {"sensor": ["EMG"], "device name": "00:07:80:3B:46:66", "column": ["nSeq", "DI", "CH1"], "sync interval": 2, "time": "12:30:28.211", "comments": "", "device connection": "BTH00:07:80:3B:46:66", "channels": [1], "keywords": "", "mode": 0, "digital IO": [0, 1], "firmware version": 773, "device": "biosignalsplux", "position": 0, "sampling rate": 4000, "label": ["CH1"], "resolution": [16], "date": "2019-6-28", "special": [{}]}}
# EndOfHeader
0	0	32679	
1	0	32680	
2	0	32639	
3	0	32650	
4	0	32765	
5	0	32680	
6	0	32708	
7	0	32775	
8	0	32809	
9	0	32848	
10	0	32946	
11	0	32967	
12	0	32937	
13	0	32893	
14	0	33184	
15	0	33136	
16	0	33072	
17	0	33070	
18	0	32996	
19	0	33143	
20	0	32986	
21	0	32989	
22	0	32966	
23	0	33030	
24	0	32946	
25	0	32976	
26	0	32916	
27	0	32949	
28	0	32900	
29	0	32892	
30	0	32766	
31	0	32736	
32	0	32704	
33	0	32616	
34	0	32518	
35	0	32485	
36	0	32506	
37	0	32492	
38	0	32544	
39	0	32714	
40	0	32672	
41	0	32622	
42	0	32583	
43	0	32530	
44	0	32476	
45	0	32453	
46	0	32546	
47	0	32528	
48	0	32583	
49	0	32680	
50	0	32697	
51	0	32775	
52	0	32876	
53	0	32824	
54	0	32824	
55	0	32736	
56	0	32704	
57	0	32756	
58	0	32860	
59	0	32912	
60	0	32976	
61	0	33088	
62	0	33018	
63	0	33144	
64	0	33236	
65	0	33152	
66	0	33258	
67	0	33268	
68	0	33172	
69	0	33180	
70	0	33097	
71	0	32832	
72	0	32613	
73	0	32574	
74	0	32532	
75	0	32413	
76	0	32328	
77	0	32384	
78	0	32388	
79	0	32384	
80	0	32364	
81	0	32549	
82	0	32634	
83	0	32775	
84	0	32812	
85	0	32912	
86	0	32948	
87	0	32804	
88	0	32760	
89	0	32866	
90	0	32830	
91	0	32808	
92	0	32844	
93	0	32930	
94	0	32772	
95	0	32771	
96	0	32677	
97	0	32754	
98	0	33024	
99	0	33101	
100	0	33069	
101	0	33111	
102	0	33130	
103	0	33158	
104	0	32973	
105	0	32909	
106	0	32864	
107	0	33024	
