# OpenSignals Text File Format
# {"00:07:80:3B:46:66": {"sensor": ["EMG"], "device name": "00:07:80:3B:46:66", "column": ["nSeq", "DI", "CH1"], "sync interval": 2, "time": "18:17:11.75", "comments": "", "device connection": "BTH00:07:80:3B:46:66", "channels": [1], "keywords": "", "mode": 0, "digital IO": [0, 1], "firmware version": 773, "device": "biosignalsplux", "position": 0, "sampling rate": 200, "label": ["CH1"], "resolution": [16], "date": "2019-5-21", "special": [{}]}}
# EndOfHeader
0	0	47768	
1	0	33816	
2	0	41454	
3	0	33004	
4	0	47548	
5	0	34140	
6	0	42844	
7	0	33216	
8	0	47892	
9	0	34192	
10	0	37850	
11	0	32553	
12	0	46560	
13	0	34358	
14	0	39247	
15	0	33064	
16	0	47544	
17	0	34444	
18	0	42874	
19	0	33108	
20	0	47922	
21	0	34013	
22	0	42242	
23	0	33016	
24	0	47960	
25	0	34107	
26	0	38615	
27	0	32848	
28	0	46599	
29	0	34140	
30	0	41711	
31	0	32976	
32	0	47655	
33	0	34128	
34	0	38233	
35	0	33164	
36	0	47616	
37	0	34402	
38	0	27542	
39	0	31270	
40	0	35590	
41	0	32357	
42	0	44584	
43	0	35092	
44	0	47460	
45	0	34228	
46	0	39943	
47	0	33912	
48	0	46888	
49	0	34198	
50	0	41844	
51	0	33760	
52	0	47484	
53	0	34157	
54	0	39234	
55	0	33424	
56	0	46970	
57	0	33934	
58	0	42826	
59	0	34298	
60	0	47936	
61	0	34356	
62	0	38912	
63	0	33341	
64	0	45588	
65	0	33605	
66	0	38046	
67	0	33880	
68	0	45832	
69	0	33704	
70	0	25928	
71	0	30860	
72	0	35238	
73	0	32394	
74	0	38665	
75	0	34847	
76	0	45940	
77	0	33970	
78	0	39456	
79	0	34401	
80	0	45984	
81	0	33853	
82	0	38482	
83	0	33928	
84	0	45692	
85	0	33720	
86	0	43304	
87	0	34763	
88	0	46512	
89	0	33548	
90	0	43028	
91	0	34716	
92	0	48112	
93	0	34232	
94	0	39707	
95	0	33796	
96	0	47616	
97	0	34216	
98	0	38303	
99	0	33876	
100	0	46625	
101	0	34330	
102	0	42055	
103	0	34426	
104	0	49108	
105	0	34372	
106	0	39544	
107	0	33765	
108	0	48388	
109	0	34554	
110	0	38119	
111	0	33581	
112	0	47952	
113	0	34247	
114	0	39158	
115	0	33622	
116	0	48941	
117	0	34737	
118	0	41520	
119	0	33868	
120	0	49352	
121	0	34415	
122	0	39578	
123	0	33632	
124	0	49112	
125	0	34537	
126	0	38970	
127	0	33641	
128	0	50077	
129	0	34768	
130	0	27272	
131	0	31112	
132	0	38808	
133	0	33124	
134	0	43844	
135	0	35228	
136	0	50810	
137	0	34916	
138	0	38788	
139	0	33712	
140	0	49001	
141	0	34567	
142	0	38949	
143	0	33694	
144	0	48884	
145	0	34789	
146	0	41640	
147	0	34296	
148	0	50072	
149	0	34548	
150	0	37816	
151	0	33497	
152	0	48804	
153	0	34529	
154	0	43666	
155	0	34823	
156	0	49580	
157	0	34386	
158	0	41750	
159	0	34252	
160	0	49312	
161	0	34440	
162	0	43260	
163	0	34596	
164	0	49912	
165	0	34541	
166	0	42744	
167	0	34313	
